
SY-1#ZYL-8F-02#01-36U-NW-ACC-S5731,10.61.240.205,XGigabitEthernet2/0/2,-2.10,-1.97,
SY-1#ZYL-9F-01#01-36U-NW-ACC-S5731,10.61.240.194,XGigabitEthernet0/0/1,-2.99,-3.42,
SY-1#ZYL-9F-01#01-36U-NW-ACC-S5731,10.61.240.194,XGigabitEthernet0/0/2,-4.04,-3.37,
SY-1#ZYL-9F-01#01-36U-NW-ACC-S5731,10.61.240.194,XGigabitEthernet0/0/4,-3.36,-1.99,
SY-1#ZYL-9F-01#01-36U-NW-ACC-S5731,10.61.240.194,XGigabitEthernet1/0/1,-3.57,-3.01,
SY-1#ZYL-9F-01#01-36U-NW-ACC-S5731,10.61.240.194,XGigabitEthernet1/0/2,-3.65,-3.48,
SY-1#ZYL-9F-01#01-36U-NW-ACC-S5731,10.61.240.194,XGigabitEthernet2/0/1,-4.31,-3.10,
SY-1#ZYL-9F-01#01-36U-NW-ACC-S5731,10.61.240.194,XGigabitEthernet2/0/2,-3.50,-3.30,
SY-1#ZYL-9F-01#01-36U-NW-ACC-S5731,10.61.240.194,XGigabitEthernet2/0/4,-4.07,-1.87,
SY-1#ZYL-9F-02#01-36U-NW-ACC-S5731,10.61.240.202,XGigabitEthernet0/0/1,-1.26,-3.17,
SY-1#ZYL-9F-02#01-36U-NW-ACC-S5731,10.61.240.202,XGigabitEthernet0/0/2,-1.67,-3.26,
SY-1#ZYL-9F-02#01-36U-NW-ACC-S5731,10.61.240.202,XGigabitEthernet0/0/4,-12.84,-2.86,
SY-1#ZYL-9F-02#01-36U-NW-ACC-S5731,10.61.240.202,XGigabitEthernet1/0/1,-2.66,-2.52,
SY-1#ZYL-9F-02#01-36U-NW-ACC-S5731,10.61.240.202,XGigabitEthernet1/0/2,-3.68,-1.64,
SY-1#ZYL-9F-02#01-36U-NW-ACC-S5731,10.61.240.202,XGigabitEthernet2/0/1,-4.07,-1.66,
SY-1#ZYL-9F-02#01-36U-NW-ACC-S5731,10.61.240.202,XGigabitEthernet2/0/2,-2.62,-2.63,
SY-1#ZYL-9F-02#01-36U-NW-ACC-S5731,10.61.240.202,XGigabitEthernet2/0/4,-18.33,-3.30,
SY-1#ZYL-B1-01#01-30U-NW-ACC-S5731,10.61.240.56,XGigabitEthernet0/0/3,-3.66,-2.79,
SY-1#ZYL-B1-01#01-30U-NW-ACC-S5731,10.61.240.56,XGigabitEthernet0/0/4,-6.60,-2.35,
SY-1#ZYL-B1-02#01-30U-NW-ACC-S5731,10.61.240.182,XGigabitEthernet0/0/3,-5.28,-2.06,
SY-1#ZYL-B1-02#01-30U-NW-ACC-S5731,10.61.240.182,XGigabitEthernet0/0/4,-3.76,-3.04,
SY-1#ZYL-B1-05#01-30U-NW-ACC-S5731,10.61.240.61,XGigabitEthernet0/0/3,-6.31,-2.29,
SY-1#ZYL-B1-05#01-30U-NW-ACC-S5731,10.61.240.61,XGigabitEthernet0/0/4,-3.49,-4.50,
SY-1#ZYL-B1-06#01-36U-NW-ACC-S5731,10.61.240.60,XGigabitEthernet0/0/1,-2.32,-1.79,
SY-1#ZYL-B1-06#01-36U-NW-ACC-S5731,10.61.240.60,XGigabitEthernet0/0/2,-1.75,-1.96,
SY-1#ZYL-B1-06#01-36U-NW-ACC-S5731,10.61.240.60,XGigabitEthernet0/0/4,-2.97,-3.33,
SY-1#ZYL-B1-06#01-36U-NW-ACC-S5731,10.61.240.60,XGigabitEthernet1/0/1,-2.06,-1.86,
SY-1#ZYL-B1-06#01-36U-NW-ACC-S5731,10.61.240.60,XGigabitEthernet1/0/2,-2.07,-1.70,
SY-1#ZYL-B1-06#01-36U-NW-ACC-S5731,10.61.240.60,XGigabitEthernet2/0/1,-1.96,-1.96,
SY-1#ZYL-B1-06#01-36U-NW-ACC-S5731,10.61.240.60,XGigabitEthernet2/0/2,-1.97,-1.93,
SY-1#ZYL-B1-06#01-36U-NW-ACC-S5731,10.61.240.60,XGigabitEthernet2/0/4,-3.80,-3.17,
SY-1#ZYL-B1-07#01-30U-NW-ACC-S5731,10.61.240.65,XGigabitEthernet0/0/3,-7.11,-3.29,
SY-1#ZYL-B1-07#01-30U-NW-ACC-S5731,10.61.240.65,XGigabitEthernet0/0/4,-3.33,-3.34,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,XGigabitEthernet0/0/3,-2.90,-3.21,
SY-1#ZYL-B1-08#01-30U-NW-ACC-S5731,10.61.240.159,XGigabitEthernet0/0/4,-3.60,-2.73,
